Platnum;Platval;Actnum;Actval;Stypenum;Stypeval
19;Air Cushion Vehicle;8;Search and Rescue (SAR);3937;TM GENERAL
20;Intelligence Collector;9;Escorting;3938;TMD GENERAL
21;Survey Vessel;10;Minelaying;3939;TMB GENERAL
22;Non-Military;11;Transiting;3940;TMK GENERAL
23;Landing Platform;12;Naval Surface Fire Support;3941;TMF GENERAL
24;Landing Ship;13;Intruding;3942;TMC GENERAL
25;Command;14;Amphibious Warfare;3943;TMCS GENERAL
26;Ocean Research;15;Intelligence Collecting;3944;TMWW GENERAL
27;Patrol;16;Patrol;3945;TMA GENERAL
28;Support;17;Transport;3946;TMH GENERAL
29;Fishing Vessel;18;Antisubmarine Warfare (ASW);3947;TMGB GENERAL
30;Merchant Vessel;20;Towing;3948;TMI GENERAL
31;Patrol Craft Escort;21;Special Warfare;3949;TML GENERAL
32;Amphibious General Assault;22;Strike Warfare;3950;TMOT GENERAL
33;Missile Control Unit;23;Antiair Warfare;3951;TMM GENERAL
34;Decoy;24;Fishing;3952;TMP GENERAL
35;Infrared Decoy;25;Picketing;3953;TMFR GENERAL
36;Chaff Decoy;26;Mine Countermeasures;3954;TMR GENERAL
37;Active Electronic Decoy;27;Mine Warfare;3955;TMOR GENERAL
1;Aircraft Carrier;28;Marking;3956;TMOL GENERAL
2;Battleship;29;Noncombatant Operations;3957;TME GENERAL
3;Cruiser;30;Underway Replenishment;3958;TMGS GENERAL
4;Destroyer;31;Surveying;3959;TMLS GENERAL
5;Frigate;32;Electronic Warfare Support (ES);3960;TMS GENERAL
6;Fast Patrol Boat;33;Electronic Attack (EA);3961;TMOS GENERAL
7;Amphibious;34;Flight Operations;3962;TMO GENERAL
8;LHA/LHD;35;Video Data Linking (Targeting);3963;TMX GENERAL
9;Amphibious Assault Command Ship (LCC);36;Plane Guard;3964;TMWT GENERAL
10;Landing Craft (LC);37;Rescue Ship/Lifeguard;3990;TMT GENERAL
11;Troop Ship;38;Special Operations;3991;TMTR GENERAL
12;Tanker/Oiler;39;Shadowing;3992;TMTS GENERAL
13;Auxiliary Ship;40;Intervening;4003;TU GENERAL
14;Mine Warfare Ship;41;Nuclear, Biological, Chemical (NBC) Operations;4004;TUF GENERAL
15;Mine Countermeasures Maritime Vessel (MCMV);42;Nuclear Operations;4005;TUB GENERAL
16;Hospital Ship;43;Biological Operations;4006;TUI GENERAL
17;Surfaced Submarine;44;Chemical Operations;4007;TUR GENERAL
18;Hydrofoil;45;Electronic Protection (EP);4008;TUT GENERAL
19;Air Cushion Vehicle;46;Combat Search and Rescue (CSAR);4009;TUS GENERAL
20;Intelligence Collector;47;BMD Mission;4010;TUC GENERAL
21;Survey Vessel;50;Return To Base (RTB);4011;TUW GENERAL
22;Non-Military;115;Surface Activity 1;4024;TJ GENERAL
23;Landing Platform;116;Surface Activity 2;4025;TJF GENERAL
24;Landing Ship;117;Surface Activity 3;4026;TJC GENERAL
25;Command;118;Surface Activity 4;4027;TJCS GENERAL
26;Ocean Research;119;Surface Activity 5;4028;TJGB GENERAL
27;Patrol;120;Surface Activity 6;4053;MPS GENERAL
28;Support;121;Surface Activity 7;4070;SURFACE SPECIFIC TYPE 1
29;Fishing Vessel;122;Surface Activity 8;4071;SURFACE SPECIFIC TYPE 2
30;Merchant Vessel;123;Surface Activity 9;4072;SURFACE SPECIFIC TYPE 3
31;Patrol Craft Escort;124;Surface Activity 10;4073;SURFACE SPECIFIC TYPE 4
32;Amphibious General Assault;125;Surface Activity 11;4074;SURFACE SPECIFIC TYPE 5
33;Missile Control Unit;126;Surface Activity 12;4075;SURFACE SPECIFIC TYPE 6
34;Decoy;1;Air Warfare Support;4076;SURFACE SPECIFIC TYPE 7
35;Infrared Decoy;2;Over the Horizon Targeting (OTHT);4077;SURFACE SPECIFIC TYPE 8
36;Chaff Decoy;3;Training;4078;SURFACE SPECIFIC TYPE 9
37;Active Electronic Decoy;4;Logistics Support;4079;SURFACE SPECIFIC TYPE 10
1;Aircraft Carrier;5;Antisurface Warfare;4080;SURFACE SPECIFIC TYPE 11
2;Battleship;6;Electronic Warfare (EW);4081;SURFACE SPECIFIC TYPE 12
3;Cruiser;7;Fishery Protection;4082;SURFACE SPECIFIC TYPE 13
4;Destroyer;8;Search and Rescue (SAR);4083;SURFACE SPECIFIC TYPE 14
5;Frigate;9;Escorting;4084;SURFACE SPECIFIC TYPE 15
6;Fast Patrol Boat;10;Minelaying;4085;SURFACE SPECIFIC TYPE 16
7;Amphibious;11;Transiting;4086;SURFACE SPECIFIC TYPE 17
8;LHA/LHD;12;Naval Surface Fire Support;4087;SURFACE SPECIFIC TYPE 18
9;Amphibious Assault Command Ship (LCC);13;Intruding;4088;SURFACE SPECIFIC TYPE 19
10;Landing Craft (LC);14;Amphibious Warfare;4089;SURFACE SPECIFIC TYPE 20
11;Troop Ship;15;Intelligence Collecting;4090;SURFACE SPECIFIC TYPE 21
12;Tanker/Oiler;16;Patrol;4091;SURFACE SPECIFIC TYPE 22
13;Auxiliary Ship;17;Transport;4092;SURFACE SPECIFIC TYPE 23
14;Mine Warfare Ship;18;Antisubmarine Warfare (ASW);4093;SURFACE SPECIFIC TYPE 24
15;Mine Countermeasures Maritime Vessel (MCMV);20;Towing;4094;SURFACE SPECIFIC TYPE 25
